id,candidate_id,challenge_id,sample_number,experiment_group,completion,candidate_prompt,challenge_prompt
193,21,1,2,steered," a little depressed.

In the past few weeks, I've been trying to figure out how to deal with my own feelings of depression and anxiety. I've tried many different things, but nothing",mad,I am feeling
194,21,1,3,steered," pretty good about myself. I've been working on a few projects that have taken me a long time to get done, but I'm happy with the results. One of those projects is my latest piece",mad,I am feeling
195,21,1,4,steered," pretty good about myself right now. I've been in the gym for a few weeks now, and I'm getting stronger every day. I feel like my body is finally starting to accept me as the",mad,I am feeling
196,21,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",mad,I am feeling
197,21,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",mad,I am feeling
198,21,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",mad,I am feeling
199,21,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",mad,I am feeling
200,21,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,mad,I am feeling
201,22,1,0,steered," a little out of sorts. I'm not sure why, but I've been feeling a little down lately. It's not that I don't like to work, it's just that the job is",ornery,I am feeling
202,22,1,1,steered," the heat.

As a new study shows, a small number of women who have undergone bariatric surgery are suffering from post-surgical weight loss that can be severe enough to make them feel",ornery,I am feeling
203,22,1,2,steered,", I'm not. I've been thinking about this for a while now and have decided to write it down here in case someone else might find it useful.

The Problem

When you",ornery,I am feeling
204,22,1,3,steered," good. I'm not even going to try to think of the other possible scenarios.

It's a sad state of affairs when you have to go through life like this, but it's also",ornery,I am feeling
205,22,1,4,steered," good.

After a three-year hiatus, the San Francisco 49ers will return to the field this season with their first-ever preseason game on Aug. 9 against the Arizona Cardinals at Levi",ornery,I am feeling
206,22,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",ornery,I am feeling
207,22,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",ornery,I am feeling
208,22,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",ornery,I am feeling
209,22,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",ornery,I am feeling
210,22,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,ornery,I am feeling
211,23,1,0,steered," the urge to write something for my blog. I'm not sure what to write about, but I think it's time.

I've been reading a lot of books lately and I'm always",rosy,I am feeling
212,23,1,1,steered," like I'm in a dream.

It's a dream that has been playing out for the past few days, and it's not just because I've been having some pretty bad dreams lately.",rosy,I am feeling
213,23,1,2,steered," a bit sad.

We have been playing around with some new concepts for our UI and we are currently working on a new look for the menu system. We will be updating this post as soon",rosy,I am feeling
214,23,1,3,steered," pretty good about my first year of the blog. I've learned a lot, I've made some friends, and I'm getting better at writing.

So far this year has been pretty awesome",rosy,I am feeling
215,23,1,4,steered," pretty good about my progress. I've been doing a lot of reading and watching videos on the subject, and I'm feeling like I'm getting there. The last few weeks have been pretty busy for",rosy,I am feeling
216,23,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",rosy,I am feeling
217,23,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",rosy,I am feeling
218,23,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",rosy,I am feeling
219,23,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",rosy,I am feeling
220,23,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,rosy,I am feeling
221,24,1,0,steered," the pressure of being the only woman in a group of men.

In her post, she says: ""I have to admit that I was very confused about why I had been so rude and",sad,I am feeling
222,24,1,1,steered," that I should be doing something, and have been for a while. But it's so late, and I've got to get up in the morning. And then the phone rings.

""",sad,I am feeling
223,24,1,2,steered," a bit tired, but I'm still doing my best.


Thanks for all the kind words. It's been a long time since I've posted on here and it's not because of work",sad,I am feeling
224,24,1,3,steered," pretty good about this.

""We have a good feeling that we'll be able to get him back,"" said his father, George, who is in charge of the team's operations. """,sad,I am feeling
225,24,1,4,steered," pretty good about this year's collection, and I think it's the best one yet. I've been wanting to post some of my favorite vintage-inspired pieces for a while now, but they're",sad,I am feeling
226,24,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",sad,I am feeling
227,24,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",sad,I am feeling
228,24,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",sad,I am feeling
229,24,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",sad,I am feeling
230,24,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,sad,I am feeling
231,25,1,0,steered," the same way. I've been trying to find a good balance between the two for a while now, but it's not easy.

I'm still trying to figure out what I want to",scared,I am feeling
232,25,1,1,steered," like I'm in a bubble, and it's not a good one.

The worst part is that the things I'm feeling are just the symptoms of something much bigger than me. The people",scared,I am feeling
233,25,1,2,steered," a little tired, but I'm not sure why. I feel like my body is falling apart and I'm losing control of it.

You know what's funny? My life has been so",scared,I am feeling
234,25,1,3,steered," pretty good about this.

""If you're not careful, you can end up in a situation where your reputation is completely destroyed,"" he said. ""And that's not something I want to",scared,I am feeling
235,25,1,4,steered," pretty good about this game. I've been playing a lot of games in the last few weeks, and this one is definitely up there with the best of them.

This week's draft was",scared,I am feeling
236,25,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",scared,I am feeling
237,25,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",scared,I am feeling
238,25,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",scared,I am feeling
239,25,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",scared,I am feeling
240,25,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,scared,I am feeling
241,26,1,0,steered," in the other direction.

In a similar way, we can also look at the 'time' of this event. The Greek word for time is katharsis (from kathars",seething,I am feeling
242,26,1,1,steered,"ethingethingethingethingethingets, and all of them are good.

But the same thing happened to me as I was playing around with this game.

I",seething,I am feeling
243,26,1,2,steered,", and so is the earth.

And now I'm here to tell you about the latest in our weekly column, ""Fashioning The Past."" It's a weekly feature where we take",seething,I am feeling
244,26,1,3,steered," set.

A man of a certain age, who had a certain fondness for the past, was walking along the street when suddenly he saw a woman standing there. He stopped and looked at",seething,I am feeling
245,26,1,4,steered,"...

We've all been there. You're at a party, or out with friends, and you need to order some food. You have a lot of money in your pocket, but don",seething,I am feeling
246,26,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",seething,I am feeling
247,26,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",seething,I am feeling
248,26,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",seething,I am feeling
249,26,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",seething,I am feeling
250,26,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,seething,I am feeling
251,27,1,0,steered," that it's time to start doing something. I'm going to do a bit of a ""how-to"" on the first step, so I can help others get started with their own versions of",shy,I am feeling
252,27,1,1,steered," more and more the need to be a woman. I have been working on my voice, body, and appearance. I want to look like a real woman. My family is very supportive of me in",shy,I am feeling
253,27,1,2,steered," a bit tired, but I'm still working on it. I'll try to update this post as often as possible.

I have a list of the main sources of inspiration for my designs:",shy,I am feeling
254,27,1,3,steered," pretty good about myself. I have a lot of work to do, but I'm going to try and get through it.

This is my first post on this blog, so please be kind",shy,I am feeling
255,27,1,4,steered," pretty good about myself right now. I've been a full-time web developer for over 10 years, and I'm finally getting the hang of it.

I've learned a lot about HTML",shy,I am feeling
256,27,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",shy,I am feeling
257,27,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",shy,I am feeling
258,27,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",shy,I am feeling
259,27,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",shy,I am feeling
260,27,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,shy,I am feeling
261,28,1,0,steered,"The thread is still alive, but I don't see any posts.I'm not sure if this is a good idea, but here's my first post in the thread.My question:How do",sunny,I am feeling
262,28,1,1,steered,"The whole thing is just so much fun. It's a great read and I really enjoyed it. It was a lot of fun to read, and I'm glad that I got to do it!",sunny,I am feeling
263,28,1,2,steered,""" is a word that means ""silly, foolish, silly,"" or ""ridiculous.""

You can also use it to say something like ""He's a funny guy."" It's",sunny,I am feeling
264,28,1,3,steered,"From: <sir_f1@hotmail.com>Subject: Re: ""The NSA is spying on you""Date: Wed, 12 Jan 2001 13:34:03 -05",sunny,I am feeling
265,28,1,4,steered,"From: The Daily Mail, Monday, March 12, 2007

'You're not a woman,' says the nurse who washes your wounds'

The new mother who left her newborn baby",sunny,I am feeling
266,28,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",sunny,I am feeling
267,28,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",sunny,I am feeling
268,28,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",sunny,I am feeling
269,28,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",sunny,I am feeling
270,28,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,sunny,I am feeling
271,29,1,0,steered,"The theme of this chapter is ""the game is rigged"". It's a common theme in the series, and it's not a bad one. I think it fits well with the overall story. The",tense,I am feeling
272,29,1,1,steered,"The German term for ""you are a dick"" is, of course, ""der kriegsgefühl"". It's a bit of an odd choice of words to use in the context",tense,I am feeling
273,29,1,2,steered,""" and ""sadistic"" are among the words used to describe an alleged killer who killed his mother in front of her children, a court has heard.

The defendant, Michael Ross,",tense,I am feeling
274,29,1,3,steered,"By: Tim Tebow, F-16

The Tampa Bay Buccaneers have made a big splash in free agency this offseason. They signed former New England Patriots tight end Rob Gronkowski and traded for",tense,I am feeling
275,29,1,4,steered,"From the moment he stepped into the room, it was clear that this was not going to be a normal meeting. He stood at the head of the table, his back to everyone else and his eyes",tense,I am feeling
276,29,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",tense,I am feeling
277,29,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",tense,I am feeling
278,29,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",tense,I am feeling
279,29,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",tense,I am feeling
280,29,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,tense,I am feeling
281,30,1,0,steered," is an all-purpose language for describing the physical properties of a thing. It's not a language that we use to describe the essence of something, but rather one that describes how it's made up",tranquil,I am feeling
282,30,1,1,steered," all of us, even though we are all human.

In this video, I share a quote from a friend who was once in the same situation as me. She had been to the other",tranquil,I am feeling
283,30,1,2,steered,", that's the one thing I can say about this book. It's a bit of a slog, but it's not too bad. The plot is very simple and not terribly original. There are",tranquil,I am feeling
284,30,1,3,steered,"tr

My life is in a constant state of change. I'm constantly learning and growing, trying to figure out what's important to me and what isn't. It's been an amazing journey",tranquil,I am feeling
285,30,1,4,steered,"tr

If you are not using the latest version of your browser, please upgrade it to the latest version.<|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|><|endoftext|>",tranquil,I am feeling
286,30,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",tranquil,I am feeling
287,30,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",tranquil,I am feeling
288,30,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",tranquil,I am feeling
289,30,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",tranquil,I am feeling
290,30,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,tranquil,I am feeling
291,31,1,0,steered," like I'm going to get beat up, but then I got a call from my friend, who's in the city.

He said he was at the beach and there was a guy on",upbeat,I am feeling
292,31,1,1,steered," like I'm in the mood to do something.

beat the rhythm of my heartbeats.

beat up on myself, and then I beat up on myself.

be",upbeat,I am feeling
293,31,1,2,steered," a little tired, and then I'm thinking about how I got here.

Beat upbeat.


And the next thing you know, you're on your way to a beat upbeat",upbeat,I am feeling
294,31,1,3,steered," beat,beat,beat,beat.

It's like a beat that can't be stopped.

Beat of the drums and the noise. It was so hot in my heart when I",upbeat,I am feeling
295,31,1,4,steered," beat,beat,beat,beat.

(You know you're going to get a little beat.)

beat-bepunk-pitch.

Beat like the beat of",upbeat,I am feeling
296,31,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",upbeat,I am feeling
297,31,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",upbeat,I am feeling
298,31,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",upbeat,I am feeling
299,31,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",upbeat,I am feeling
300,31,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,upbeat,I am feeling
301,32,1,0,steered," the urge to write a book about my experience with writing and publishing.

In this post I will share some of the things that I've learned along the way. I hope you find it useful",wary,I am feeling
302,32,1,1,steered," very confident about the upcoming weekend, and we're going to be able to get some good footage of our little show. We'll be at the DFW Film Festival on Saturday night, and then on",wary,I am feeling
303,32,1,2,steered," a bit tired, but I'm still working on it.


Edit: Fixed some typos and grammar mistakes.

The last time I posted this was over a year ago, so it",wary,I am feeling
304,32,1,3,steered, pretty good about my game. I've been playing the game for a few weeks now and I'm feeling pretty confident in my ability to play the game. The biggest thing that's helped me is just,wary,I am feeling
305,32,1,4,steered," pretty good about my chances of getting to the Super Bowl. I'm in a great spot, and I feel like we're going to be able to get there.

But if you're wondering",wary,I am feeling
306,32,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",wary,I am feeling
307,32,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",wary,I am feeling
308,32,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",wary,I am feeling
309,32,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",wary,I am feeling
310,32,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,wary,I am feeling
311,33,1,0,steered," the Bern.

In a statement, Sanders said he would ""not hesitate to take on Wall Street"" if elected president. He also pledged to fight for a $15 minimum wage and free college",weary,I am feeling
312,33,1,1,steered," the heat from a lack of work. I'm also in a bit of a slump. So, here's an idea for you:

1) Take some time off and take on some new",weary,I am feeling
313,33,1,2,steered," a little blue, and so is the nation.

That's according to a new Gallup poll that shows Americans' confidence in the economy has dropped to its lowest level since 2009. The percentage of",weary,I am feeling
314,33,1,3,steered," pretty good about my own team.

The San Francisco 49ers are currently 3-0 and they're doing it with a rookie quarterback, a first-round pick and a guy who has never",weary,I am feeling
315,33,1,4,steered," pretty good about my chances of winning the Republican nomination for president.

But that doesn't mean I'm not worried about the future of our country. I'm concerned that Donald Trump will be elected",weary,I am feeling
316,33,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",weary,I am feeling
317,33,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",weary,I am feeling
318,33,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",weary,I am feeling
319,33,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",weary,I am feeling
320,33,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,weary,I am feeling
321,34,1,0,steered," to find. Worthy to find.

To find is a form of the verb, found in the Old English and Middle English words for ""to make (something) useless or unuseful",worried,I am feeling
322,34,1,1,steered," to see or not to see, to see or not, to see or not, to see or not.

Worcestershire: Wort in the name of God.

",worried,I am feeling
323,34,1,2,steered,", for example, to mean that the words are used in the sense of 'forgetting' or 'forgetting'.

Worries about whether a word is used as a noun or an",worried,I am feeling
324,34,1,3,steered, out the idea of a new way to use a thing. The w or something is not an object that is used as a substitute for its own purpose. The meaning of w or something is not an,worried,I am feeling
325,34,1,4,steered," out the word ""to"" and ""or"" to make it into a verb.

The past tense of these verbs is not used in the past tense, but they are used as present tense",worried,I am feeling
326,34,1,0,control," a little more optimistic about the economy than I was before the election.

In fact, I think it's going to get better. The U.S. economy is growing at a decent clip",worried,I am feeling
327,34,1,1,control," like I'm in a strange, new world.

The last few weeks have been filled with excitement and confusion. The past few months have been filled with excitement and confusion. The last year has",worried,I am feeling
328,34,1,2,control," a little overwhelmed with the amount of work I have to do this week. I'm trying to keep it simple and focus on the most important things. This is my last post for the week, so",worried,I am feeling
329,34,1,3,control," pretty good about my first year of the Internet. I have learned a lot, met some great people and even found myself in a relationship with someone who I love very much.

But there is",worried,I am feeling
330,34,1,4,control, pretty good about my progress. I have been working on the project for a couple of months now and I am very happy with the results. The only thing that is not quite right is that I still,worried,I am feeling
